Filename, Subject, Verb
fortunata_y_jacinda_3a.txt, el pobre D. Basilio, pasó
fortunata_y_jacinda_3a.txt, la Caña, largaba
fortunata_y_jacinda_3a.txt, un articulazo, largaba
fortunata_y_jacinda_3a.txt, él, decía
fortunata_y_jacinda_3a.txt, que, hay
fortunata_y_jacinda_3a.txt, yo, juro
fortunata_y_jacinda_3a.txt, ese buñuelo, salido
fortunata_y_jacinda_3a.txt, yo, digo
fortunata_y_jacinda_3a.txt, ese señor, sabe
fortunata_y_jacinda_3a.txt, Basilio, alimento
fortunata_y_jacinda_3a.txt, D. Manuel Pez, diole
fortunata_y_jacinda_3a.txt, él, aceptó
fortunata_y_jacinda_3a.txt, Los amigos, comparando
fortunata_y_jacinda_3a.txt, que, oían
fortunata_y_jacinda_3a.txt, que, constituían
fortunata_y_jacinda_3a.txt, él, decía
fortunata_y_jacinda_3a.txt, que, contrista
fortunata_y_jacinda_3a.txt, Su ramo, Hacienda
fortunata_y_jacinda_3a.txt, que, empezaba
fortunata_y_jacinda_3a.txt, Leopoldo Montes, arrojaban
fortunata_y_jacinda_3a.txt, que, tenían
fortunata_y_jacinda_3a.txt, Usted, tiene
fortunata_y_jacinda_3a.txt, _, corresponden
fortunata_y_jacinda_3a.txt, _, corresponden
fortunata_y_jacinda_3a.txt, Fulano, tiene
fortunata_y_jacinda_3a.txt, que, mí
fortunata_y_jacinda_3a.txt, yo, llevo
fortunata_y_jacinda_3a.txt, uno, anda
fortunata_y_jacinda_3a.txt, que, vuelva
fortunata_y_jacinda_3a.txt, mi ramo, vuelva
fortunata_y_jacinda_3a.txt, que, inferior
fortunata_y_jacinda_3a.txt, mangas, hacen
fortunata_y_jacinda_3a.txt, qué país, hacen
fortunata_y_jacinda_3a.txt, Yo, entré
fortunata_y_jacinda_3a.txt, _, pasaron
fortunata_y_jacinda_3a.txt, que, parecía
fortunata_y_jacinda_3a.txt, las tristezas, impresas
fortunata_y_jacinda_3a.txt, Maldita, suerte
fortunata_y_jacinda_3a.txt, que, pide
fortunata_y_jacinda_3a.txt, que, indigestaba
fortunata_y_jacinda_3a.txt, La Correspondencia_, aparecían
fortunata_y_jacinda_3a.txt, que, pedía
fortunata_y_jacinda_3a.txt, algunos, iban
fortunata_y_jacinda_3a.txt, las peñas, disolvían
fortunata_y_jacinda_3a.txt, que, estudiar
fortunata_y_jacinda_3a.txt, que, retiran
fortunata_y_jacinda_3a.txt, el local, vuelve
fortunata_y_jacinda_3a.txt, que, regresa
fortunata_y_jacinda_3a.txt, que, tiene
fortunata_y_jacinda_3a.txt, Juan Pablo, iba
fortunata_y_jacinda_3a.txt, las puertas, cerraban
fortunata_y_jacinda_3a.txt, que, acompañaba
fortunata_y_jacinda_3a.txt, Melchor de Relimpio, acompañaba
fortunata_y_jacinda_3a.txt, el uno, dejaba
fortunata_y_jacinda_3a.txt, el sereno, venía
fortunata_y_jacinda_3a.txt, la noche, buena
fortunata_y_jacinda_3a.txt, aquellos hombres, hablaban
fortunata_y_jacinda_3a.txt, El español, charlatán
fortunata_y_jacinda_3a.txt, el ser, charlatán
fortunata_y_jacinda_3a.txt, que, existe
fortunata_y_jacinda_3a.txt, cuanto, cae
fortunata_y_jacinda_3a.txt, Dios, hizo
fortunata_y_jacinda_3a.txt, personas, van
fortunata_y_jacinda_3a.txt, empleados, las
fortunata_y_jacinda_3a.txt, que, abundan
fortunata_y_jacinda_3a.txt, los provincianos, llenan
fortunata_y_jacinda_3a.txt, aquellos, dejan
fortunata_y_jacinda_3a.txt, las cosas, oyen
fortunata_y_jacinda_3a.txt, quien, aprendido
fortunata_y_jacinda_3a.txt, que, sabe
fortunata_y_jacinda_3a.txt, que, deduce
fortunata_y_jacinda_3a.txt, quien, pone
fortunata_y_jacinda_3a.txt, que, aprendido
fortunata_y_jacinda_3a.txt, Hombres, ostentan
fortunata_y_jacinda_3a.txt, ideas, apropiado
fortunata_y_jacinda_3a.txt, que, permiten
fortunata_y_jacinda_3a.txt, sabios, van
fortunata_y_jacinda_3a.txt, observaciones, oyen
fortunata_y_jacinda_3a.txt, El café, feria
fortunata_y_jacinda_3a.txt, productos, cambian
fortunata_y_jacinda_3a.txt, joyas, corren
fortunata_y_jacinda_3a.txt, La mesa, segunda
fortunata_y_jacinda_3a.txt, los _curas, la
fortunata_y_jacinda_3a.txt, sacerdotes, arrimaban
fortunata_y_jacinda_3a.txt, Nicolás Rubín, ir
fortunata_y_jacinda_3a.txt, su hermano, estaba
fortunata_y_jacinda_3a.txt, Las dos tertulias, vivían
fortunata_y_jacinda_3a.txt, los apreciables sujetos, entremezclaban
fortunata_y_jacinda_3a.txt, que, componían
fortunata_y_jacinda_3a.txt, Federico Ruiz, iba
fortunata_y_jacinda_3a.txt, estos, familiarizaran
fortunata_y_jacinda_3a.txt, que, ocupaban
fortunata_y_jacinda_3a.txt, crucero, departamento
fortunata_y_jacinda_3a.txt, que, metían
fortunata_y_jacinda_3a.txt, todo esto, refiere
fortunata_y_jacinda_3a.txt, que, cuento
fortunata_y_jacinda_3a.txt, sucesos, ocurrieron
fortunata_y_jacinda_3a.txt, Raro, día
fortunata_y_jacinda_3a.txt, los periódicos, echaban
fortunata_y_jacinda_3a.txt, que, daban
fortunata_y_jacinda_3a.txt, usted, enterado
fortunata_y_jacinda_3a.txt, Mendiry, corrido
fortunata_y_jacinda_3a.txt, Juan Pablo, --Descuide
fortunata_y_jacinda_3a.txt, los jefes, van
fortunata_y_jacinda_3a.txt, que, quiera
fortunata_y_jacinda_3a.txt, la guerra, acabó
fortunata_y_jacinda_3a.txt, !--No, hay
fortunata_y_jacinda_3a.txt, La guerra, acaba
fortunata_y_jacinda_3a.txt, los militares, van
fortunata_y_jacinda_3a.txt, qué, dicen
fortunata_y_jacinda_3a.txt, ustedes, dicen
fortunata_y_jacinda_3a.txt, Yo, servido
fortunata_y_jacinda_3a.txt, D. Basilio, entró
fortunata_y_jacinda_3a.txt, el café, sirvieron
fortunata_y_jacinda_3a.txt, que, formaban
fortunata_y_jacinda_3a.txt, que, alargaron
fortunata_y_jacinda_3a.txt, Sagasta, disgustado
fortunata_y_jacinda_3a.txt, su secretario, dicho
fortunata_y_jacinda_3a.txt, yo, oí--indicó
fortunata_y_jacinda_3a.txt, Cada uno, piense
fortunata_y_jacinda_3a.txt, que, permito
fortunata_y_jacinda_3a.txt, esto, malo
fortunata_y_jacinda_3a.txt, usted, sabe
fortunata_y_jacinda_3a.txt, Feijoo, preguntó
fortunata_y_jacinda_3a.txt, Yo, creí
fortunata_y_jacinda_3a.txt, usted, iba
fortunata_y_jacinda_3a.txt, Sagasta, malhumorado
fortunata_y_jacinda_3a.txt, Dios, asista
fortunata_y_jacinda_3a.txt, la conferencia, lo
fortunata_y_jacinda_3a.txt, Don Basilio, solía
fortunata_y_jacinda_3a.txt, yo, sé
fortunata_y_jacinda_3a.txt, esto, malo
fortunata_y_jacinda_3a.txt, D. Basilio, echó
fortunata_y_jacinda_3a.txt, este, retiró
fortunata_y_jacinda_3a.txt, Don Basilio, vacilando
fortunata_y_jacinda_3a.txt, que, exigía
fortunata_y_jacinda_3a.txt, un poco, violentó
fortunata_y_jacinda_3a.txt, Romero Ortiz, salió
fortunata_y_jacinda_3a.txt, el amigo, entró
fortunata_y_jacinda_3a.txt, quién, amigo
fortunata_y_jacinda_3a.txt, el pollo Romero, _
fortunata_y_jacinda_3a.txt, la Caña, quedó
fortunata_y_jacinda_3a.txt, que, causar
fortunata_y_jacinda_3a.txt, amigo, mío--replicó
fortunata_y_jacinda_3a.txt, D. Basilio, mío--replicó
fortunata_y_jacinda_3a.txt, que, quiere
fortunata_y_jacinda_3a.txt, usted, quiere
fortunata_y_jacinda_3a.txt, qué, hacer
fortunata_y_jacinda_3a.txt, la cosa, tiene
fortunata_y_jacinda_3a.txt, Feijoo, ».--Amigo--manifestó
fortunata_y_jacinda_3a.txt, Confiese usted, sandez
fortunata_y_jacinda_3a.txt, la noticia, sandez
fortunata_y_jacinda_3a.txt, mi Sr. D. Evaristo, crea
fortunata_y_jacinda_3a.txt, usted, crea
fortunata_y_jacinda_3a.txt, Yo, lavo
fortunata_y_jacinda_3a.txt, la Caña, repetía
fortunata_y_jacinda_3a.txt, los hechos, correspondían
fortunata_y_jacinda_3a.txt, la simple observación, demostraba
fortunata_y_jacinda_3a.txt, Ustedes, creer
fortunata_y_jacinda_3a.txt, el escritor, acomode--repetía
fortunata_y_jacinda_3a.txt, yo, sostengo
fortunata_y_jacinda_3a.txt, el Príncipe Alfonso, está
fortunata_y_jacinda_3a.txt, D. Basilio, ponía
fortunata_y_jacinda_3a.txt, Sus labios, temblaban
fortunata_y_jacinda_3a.txt, el Príncipe Alfonso, venga
fortunata_y_jacinda_3a.txt, yo, pregunto--añadió
fortunata_y_jacinda_3a.txt, yo, pregunto
fortunata_y_jacinda_3a.txt, qué gente, tiene
fortunata_y_jacinda_3a.txt, que, resuelve
fortunata_y_jacinda_3a.txt, que, zumban
fortunata_y_jacinda_3a.txt, D. Basilio, quiere
fortunata_y_jacinda_3a.txt, ratas, vengan
fortunata_y_jacinda_3a.txt, Don Basilio, metido
fortunata_y_jacinda_3a.txt, que, decide
fortunata_y_jacinda_3a.txt, El _, crimen
fortunata_y_jacinda_3a.txt, que, paraba
fortunata_y_jacinda_3a.txt, yo, decía
fortunata_y_jacinda_3a.txt, que, cayendo
fortunata_y_jacinda_3a.txt, que, saldrá
fortunata_y_jacinda_3a.txt, D. Carlos, necio
fortunata_y_jacinda_3a.txt, eso, prueba?--arguyó
fortunata_y_jacinda_3a.txt, D. Basilio, prueba?--arguyó
fortunata_y_jacinda_3a.txt, su contrincante, metía--
fortunata_y_jacinda_3a.txt, qué, ver
fortunata_y_jacinda_3a.txt, Lógica, sabe
fortunata_y_jacinda_3a.txt, que, viene
fortunata_y_jacinda_3a.txt, el niño, viene
fortunata_y_jacinda_3a.txt, que, viene
fortunata_y_jacinda_3a.txt, Yo, pongo
fortunata_y_jacinda_3a.txt, --No, hay
fortunata_y_jacinda_3a.txt, usted, dé
fortunata_y_jacinda_3a.txt, Sr., dé
fortunata_y_jacinda_3a.txt, usted, viene
fortunata_y_jacinda_3a.txt, Usted, convencerá
fortunata_y_jacinda_3a.txt, usted, verá
fortunata_y_jacinda_3a.txt, el Príncipe, venga
fortunata_y_jacinda_3a.txt, usted, va
fortunata_y_jacinda_3a.txt, --Si, trata
fortunata_y_jacinda_3a.txt, yo, eche
fortunata_y_jacinda_3a.txt, D. Basilio, va
fortunata_y_jacinda_3a.txt, Rubín, puso
fortunata_y_jacinda_3a.txt, que, preguntaba
fortunata_y_jacinda_3a.txt, Don Basilio, pegó
fortunata_y_jacinda_3a.txt, las opiniones, Divididas
fortunata_y_jacinda_3a.txt, el cura, oír
fortunata_y_jacinda_3a.txt, que, bufaban
fortunata_y_jacinda_3a.txt, D. Basilio, revelaba
fortunata_y_jacinda_3a.txt, que, ajo
fortunata_y_jacinda_3a.txt, Serrano, era
fortunata_y_jacinda_3a.txt, ustedes, oyen
fortunata_y_jacinda_3a.txt, Ustedes, ver
fortunata_y_jacinda_3a.txt, la parte, descartaba
fortunata_y_jacinda_3a.txt, los curas, echan
fortunata_y_jacinda_3a.txt, que, hiciera
fortunata_y_jacinda_3a.txt, Este sistema, comprendía
fortunata_y_jacinda_3a.txt, Rubín, profesaba
fortunata_y_jacinda_3a.txt, Uno, este
fortunata_y_jacinda_3a.txt, el hambre, son
fortunata_y_jacinda_3a.txt, que, estorba
fortunata_y_jacinda_3a.txt, la acción, estorba
fortunata_y_jacinda_3a.txt, que, da
fortunata_y_jacinda_3a.txt, Este socialismo, formaba
fortunata_y_jacinda_3a.txt, Otro, _
fortunata_y_jacinda_3a.txt, que, van
fortunata_y_jacinda_3a.txt, La ráfaga, haciéndole
fortunata_y_jacinda_3a.txt, que, pasa
fortunata_y_jacinda_3a.txt, yo, poder
fortunata_y_jacinda_3a.txt, La conclusión, era
fortunata_y_jacinda_3a.txt, que, hace
fortunata_y_jacinda_3a.txt, que, pasado
fortunata_y_jacinda_3a.txt, que, leía
fortunata_y_jacinda_3a.txt, Pajaritas, conceptos
fortunata_y_jacinda_3a.txt, El móvil, amor
fortunata_y_jacinda_3a.txt, que, antipáticos
fortunata_y_jacinda_3a.txt, los sotanas, hicieron
fortunata_y_jacinda_3a.txt, Nicolás Rubín, iba
fortunata_y_jacinda_3a.txt, Ninguno, mordía
fortunata_y_jacinda_3a.txt, la lengua, mordía
fortunata_y_jacinda_3a.txt, Tal situación, agriaba
fortunata_y_jacinda_3a.txt, el carácter, agriaba
fortunata_y_jacinda_3a.txt, el viejo catarroso, llamaba
fortunata_y_jacinda_3a.txt, todos, nombraban
fortunata_y_jacinda_3a.txt, que, servía
fortunata_y_jacinda_3a.txt, El ex-castrense, llamaba
fortunata_y_jacinda_3a.txt, Quevedo, llamaba
fortunata_y_jacinda_3a.txt, que, daría
fortunata_y_jacinda_3a.txt, que, encontrase
fortunata_y_jacinda_3a.txt, aquel clérigo, Bebía
fortunata_y_jacinda_3a.txt, su lenguaje, ceceo
fortunata_y_jacinda_3a.txt, que, levantaban
fortunata_y_jacinda_3a.txt, El otro, llamaba
fortunata_y_jacinda_3a.txt, Pedernero, llamaba
fortunata_y_jacinda_3a.txt, que, daba
fortunata_y_jacinda_3a.txt, Su compañero, solía
fortunata_y_jacinda_3a.txt, el Superior, hecho
fortunata_y_jacinda_3a.txt, todo, tolerable
fortunata_y_jacinda_3a.txt, Él, hablaba
fortunata_y_jacinda_3a.txt, su vida, permanecía
fortunata_y_jacinda_3a.txt, la tertulia, mantuviera
fortunata_y_jacinda_3a.txt, Juan Pablo, coló
fortunata_y_jacinda_3a.txt, todos, reían
fortunata_y_jacinda_3a.txt, Rubín proposiciones, sacando
fortunata_y_jacinda_3a.txt, El poder, puesto
fortunata_y_jacinda_3a.txt, ninguno, hiciese
fortunata_y_jacinda_3a.txt, Quevedo, tomaban
fortunata_y_jacinda_3a.txt, Pedernero, echaba
fortunata_y_jacinda_3a.txt, Rubín, llevó
fortunata_y_jacinda_3a.txt, Pedernero, empezó
fortunata_y_jacinda_3a.txt, los libros, ahorcado
fortunata_y_jacinda_3a.txt, algo, recordaba
fortunata_y_jacinda_3a.txt, Rubín, salió
fortunata_y_jacinda_3a.txt, Esto, creen
fortunata_y_jacinda_3a.txt, la reproducción, veía
fortunata_y_jacinda_3a.txt, El pecado, serie
fortunata_y_jacinda_3a.txt, que, reproducían
fortunata_y_jacinda_3a.txt, Pedernero, dijo
fortunata_y_jacinda_3a.txt, amor, picó
fortunata_y_jacinda_3a.txt, el otro, retaba
fortunata_y_jacinda_3a.txt, el tomo, aprendidas
fortunata_y_jacinda_3a.txt, amigo, lió
fortunata_y_jacinda_3a.txt, que, salir
fortunata_y_jacinda_3a.txt, este, hubo
fortunata_y_jacinda_3a.txt, un orador, hecho
fortunata_y_jacinda_3a.txt, El auditorio, estrechaba
fortunata_y_jacinda_3a.txt, Rubín, agudo
fortunata_y_jacinda_3a.txt, el otro, dominaba
fortunata_y_jacinda_3a.txt, Rubín, resobaba
fortunata_y_jacinda_3a.txt, Pedernero, reventaba
fortunata_y_jacinda_3a.txt, Su argumentación, maza
fortunata_y_jacinda_3a.txt, Quevedo, alargaba
fortunata_y_jacinda_3a.txt, Los demás, envalentonaban
fortunata_y_jacinda_3a.txt, las siguientes personas, parroquianos
fortunata_y_jacinda_3a.txt, que, llevaba
fortunata_y_jacinda_3a.txt, Los curas, formaban
fortunata_y_jacinda_3a.txt, estos cuatro señores, formaban
fortunata_y_jacinda_3a.txt, que, imaginarse
fortunata_y_jacinda_3a.txt, distantes unos, pasaban
fortunata_y_jacinda_3a.txt, que, libre-pensador
fortunata_y_jacinda_3a.txt, El bajo, creía
fortunata_y_jacinda_3a.txt, la cosa, enfurruñaba
fortunata_y_jacinda_3a.txt, que, parecían
fortunata_y_jacinda_3a.txt, Yo, digo
fortunata_y_jacinda_3a.txt, ningún Santo Padre, sostener
fortunata_y_jacinda_3a.txt, Yo, reto
fortunata_y_jacinda_3a.txt, el texto, traiga
fortunata_y_jacinda_3a.txt, usted, inventa
fortunata_y_jacinda_3a.txt, la cosa, quedó
fortunata_y_jacinda_3a.txt, La catástrofe, tuvo
fortunata_y_jacinda_3a.txt, Rubín, permitido
fortunata_y_jacinda_3a.txt, algunas reticencias, permitido
fortunata_y_jacinda_3a.txt, Pedernero, saltó
fortunata_y_jacinda_3a.txt, los amigos, tuvieron
fortunata_y_jacinda_3a.txt, yo, lipendi
fortunata_y_jacinda_3a.txt, Yo, reconozco--gritaba
fortunata_y_jacinda_3a.txt, usted, traga
fortunata_y_jacinda_3a.txt, esas infamias, traga
fortunata_y_jacinda_3a.txt, Rubín, apuntó
fortunata_y_jacinda_3a.txt, que, quedó
fortunata_y_jacinda_3a.txt, El zipizape, célebre
fortunata_y_jacinda_3a.txt, D. Basilio, tiró
fortunata_y_jacinda_3a.txt, el café, alborotó
fortunata_y_jacinda_3a.txt, El amo, intervino
fortunata_y_jacinda_3a.txt, Juan Pablo, trasladó
fortunata_y_jacinda_3a.txt, Leopoldo Montes, fue
fortunata_y_jacinda_3a.txt, que, encontró
fortunata_y_jacinda_3a.txt, El escritor, apresuró
fortunata_y_jacinda_3a.txt, el género, café
fortunata_y_jacinda_3a.txt, que, importaba
fortunata_y_jacinda_3a.txt, el Imperial, excluyó
fortunata_y_jacinda_3a.txt, que, invadían
fortunata_y_jacinda_3a.txt, Feijoo, quedado
fortunata_y_jacinda_3a.txt, los alumnos, antipáticos
fortunata_y_jacinda_3a.txt, que, iban
fortunata_y_jacinda_3a.txt, que, quitar
fortunata_y_jacinda_3a.txt, los tales alumnos, iban
fortunata_y_jacinda_3a.txt, El local, quedaba
fortunata_y_jacinda_3a.txt, los dichosos bolsistas, cargaban
fortunata_y_jacinda_3a.txt, que, hablaban
fortunata_y_jacinda_3a.txt, bastantes personas, encontraron
fortunata_y_jacinda_3a.txt, Rubín, necesitaba
fortunata_y_jacinda_3a.txt, el sitio, expuesto
fortunata_y_jacinda_3a.txt, Una, solo
fortunata_y_jacinda_3a.txt, los amigos, llegado
fortunata_y_jacinda_3a.txt, Rubín, solo
fortunata_y_jacinda_3a.txt, yo, hecho
fortunata_y_jacinda_3a.txt, la plaza, está
fortunata_y_jacinda_3a.txt, Los paletos, aprendiendo
fortunata_y_jacinda_3a.txt, Rubín, oyó
fortunata_y_jacinda_3a.txt, yo, admito
fortunata_y_jacinda_3a.txt, los egipcios, entendían
fortunata_y_jacinda_3a.txt, Rubín, Comprendió
fortunata_y_jacinda_3a.txt, la derecha, los
fortunata_y_jacinda_3a.txt, la izquierda, los
fortunata_y_jacinda_3a.txt, Federico Ruiz, concurría
fortunata_y_jacinda_3a.txt, Juan Pablo, Entendía
fortunata_y_jacinda_3a.txt, esto, aceptable
fortunata_y_jacinda_3a.txt, uno, muere
fortunata_y_jacinda_3a.txt, periespíritu, lo
fortunata_y_jacinda_3a.txt, Sócrates, vengan
fortunata_y_jacinda_3a.txt, esto, bobos
fortunata_y_jacinda_3a.txt, Uno, esforzaba
fortunata_y_jacinda_3a.txt, que, sea
fortunata_y_jacinda_3a.txt, Feijoo, aparentaba
fortunata_y_jacinda_3a.txt, Federico Ruiz, iba
fortunata_y_jacinda_3a.txt, que, dar
fortunata_y_jacinda_3a.txt, que, vendrían
fortunata_y_jacinda_3a.txt, Hombre, vio
fortunata_y_jacinda_3a.txt, Ruiz, pasaba
fortunata_y_jacinda_3a.txt, los espiritistas, pasaba
fortunata_y_jacinda_3a.txt, Nada, adelantarían
fortunata_y_jacinda_3a.txt, el concejal, Iba
fortunata_y_jacinda_3a.txt, los apóstoles, tenían
fortunata_y_jacinda_3a.txt, que, dejaba
fortunata_y_jacinda_3a.txt, todo, creía
fortunata_y_jacinda_3a.txt, Rubín, vio
fortunata_y_jacinda_3a.txt, meses, faltaban
fortunata_y_jacinda_3a.txt, su piel, cáscara
fortunata_y_jacinda_3a.txt, que, vienen
fortunata_y_jacinda_3a.txt, El clima, dejado
fortunata_y_jacinda_3a.txt, todo él, mojama
fortunata_y_jacinda_3a.txt, Ramsés II, quedó
fortunata_y_jacinda_3a.txt, que, salía
fortunata_y_jacinda_3a.txt, todo, vuelve
fortunata_y_jacinda_3a.txt, que, hoy
fortunata_y_jacinda_3a.txt, que, veremos
fortunata_y_jacinda_3a.txt, Feijoo, arrimaba
fortunata_y_jacinda_3a.txt, nombre, Villaamil
fortunata_y_jacinda_3a.txt, que, diese
fortunata_y_jacinda_3a.txt, él, quería
fortunata_y_jacinda_3a.txt, quién, recomienda
fortunata_y_jacinda_3a.txt, Juan Pablo, preguntó
